,Object,Close Approach Date and Time,Close Approach Time Error,Close Approach Nominal Distance LD,Close Approach Minimum Distance LD,Minimum Distance Category,Diameter Min (m),Diameter Max (m),NEO Size Category,Relative Velocity (km/s),V Infinity (km/s),Relative Velocity Category,Absolute Magnitude (mag)
139,(2021 JF2),2023,09:55,16.51,8.49,Mid-Distance,14.0,32.0,Small,7.96,7.95,Slow,26.3
140,(2018 VS6),2023,17:34,5.17,4.33,Mid-Distance,11.0,24.0,Small,11.6,11.58,Medium speed,27.0
141,(2021 JK7),2023,11:17,16.61,16.59,Mid-Distance,36.0,80.0,Large,22.87,22.87,Fast,24.4
142,(2019 UJ3),2023,17:44,15.42,9.83,Mid-Distance,16.0,36.0,Small,9.79,9.79,Slow,26.1
143,(2021 KO2),2023,02:01,15.72,14.30,Mid-Distance,6.6,15.0,Small,13.95,13.94,Medium speed,28.0
144,(2012 KP24),2023,02:55,10.25,0.19,Close,14.0,31.0,Small,12.35,12.35,Medium speed,26.4
145,(2018 KR),2023,20:21,6.44,6.32,Mid-Distance,14.0,31.0,Small,4.88,4.84,Slow,26.4
146,(2017 UJ2),2023,15:54,5.26,3.51,Mid-Distance,1.8,3.9,Small,5.63,5.59,Slow,30.9
147,488453 (1994 XD),2023,00:01,8.23,8.23,Mid-Distance,400.0,900.0,Large,21.47,21.47,Fast,19.1
148,(2020 DB5),2023,00:01,11.21,11.21,Mid-Distance,370.0,820.0,Large,9.52,9.51,Slow,19.3
149,(2016 LK49),2023,16:54,17.32,0.95,Close,17.0,38.0,Small,19.41,19.4,Medium speed,26.0
150,(2018 LN2),2023,12:12,19.05,12.68,Mid-Distance,61.0,140.0,Large,9.92,9.92,Slow,23.2
151,467336 (2002 LT38),2023,00:01,17.32,17.32,Mid-Distance,210.0,470.0,Large,7.15,7.14,Slow,20.5
152,(2008 LG2),2023,00:03,10.46,10.46,Mid-Distance,24.0,54.0,Large,5.61,5.59,Slow,25.2
153,(2020 NC),2023,07:43,13.80,10.76,Mid-Distance,92.0,210.0,Large,7.74,7.73,Slow,22.3
154,(2019 LH5),2023,00:01,14.86,14.86,Mid-Distance,210.0,470.0,Large,21.65,21.65,Fast,20.5
155,(2018 NW),2023,03:03,17.98,0.29,Close,7.3,16.0,Small,21.82,21.81,Fast,27.8
156,(2018 UY),2023,00:01,7.41,7.41,Mid-Distance,200.0,450.0,Large,16.38,16.37,Medium speed,20.6
157,(2020 UQ3),2023,12:52,3.12,3.11,Mid-Distance,45.0,100.0,Large,9.3,9.26,Slow,23.9
158,(2020 OM),2023,22:09,8.44,7.95,Mid-Distance,11.0,24.0,Small,9.48,9.47,Slow,27.0
159,(2015 MA54),2023,18:54,16.58,16.34,Mid-Distance,23.0,52.0,Large,9.2,9.2,Slow,25.3
160,(2018 BG5),2023,09:14,10.71,10.43,Mid-Distance,42.0,94.0,Large,8.35,8.34,Slow,24.0
161,(2020 PP1),2023,00:01,16.98,16.98,Mid-Distance,13.0,28.0,Small,4.07,4.05,Slow,26.6
162,(2021 BD3),2023,09:51,13.93,11.25,Mid-Distance,19.0,42.0,Small,8.5,8.49,Slow,25.7
163,(2016 AW65),2023,09:38,16.58,13.42,Mid-Distance,40.0,90.0,Large,5.71,5.7,Slow,24.1
164,(2020 PN1),2023,00:01,10.80,10.80,Mid-Distance,21.0,48.0,Small,4.84,4.82,Slow,25.5
165,(2014 QL433),2023,00:01,13.91,13.91,Mid-Distance,280.0,620.0,Large,20.62,20.62,Fast,19.9
166,(2004 KG1),2023,10:53,18.63,13.96,Mid-Distance,40.0,90.0,Large,9.19,9.18,Slow,24.1
167,(2022 BS2),2023,05:05,17.25,16.27,Mid-Distance,23.0,51.0,Large,8.22,8.21,Slow,25.3
168,(2022 CP1),2023,02:26,13.72,13.13,Mid-Distance,8.9,20.0,Small,9.82,9.81,Slow,27.4
169,(2011 QJ21),2023,07:17,12.91,12.53,Mid-Distance,33.0,75.0,Large,15.05,15.05,Medium speed,24.5
170,6037 (1988 EG),2023,00:01,15.82,15.82,Mid-Distance,470000.0,1000.0,Large,14.25,14.25,Medium speed,18.8
171,(2012 PZ17),2023,22:04,16.73,14.46,Mid-Distance,12.0,27.0,Small,3.58,3.56,Slow,26.7
172,(2017 BY32),2023,05:16,16.37,13.82,Mid-Distance,15.0,33.0,Small,3.46,3.44,Slow,26.3
173,(2021 JA5),2023,13:03,13.29,13.19,Mid-Distance,14.0,31.0,Small,10.85,10.85,Medium speed,26.4
174,(2020 GE),2023,00:13,14.89,14.89,Mid-Distance,6.2,14.0,Small,1.45,1.4,Slow,28.1
175,(2020 RT2),2023,07:53,10.95,5.02,Mid-Distance,6.0,13.0,Small,10.03,10.02,Medium speed,28.2
176,(2010 TE),2023,01:18,6.73,6.51,Mid-Distance,17.0,38.0,Small,5.96,5.93,Slow,26.0
177,(2016 LY48),2023,11:05,4.33,4.31,Mid-Distance,77.0,170.0,Large,11.05,11.03,Medium speed,22.7
178,(2019 SF6),2023,00:01,16.66,16.65,Mid-Distance,15.0,34.0,Small,8.61,8.61,Slow,26.2
179,(2013 TG6),2023,16:34,3.55,3.48,Mid-Distance,13.0,28.0,Small,4.15,4.08,Slow,26.6
180,(2009 UG),2023,00:01,6.11,6.11,Mid-Distance,58.0,130.0,Large,9.0,8.99,Slow,23.3
181,349507 (2008 QY),2023,00:01,16.45,16.45,Mid-Distance,520000.0,1200.0,Large,20.96,20.96,Fast,18.5
182,(2018 ER1),2023,00:42,12.47,12.32,Mid-Distance,20.0,45.0,Small,5.29,5.28,Slow,25.6
183,(2015 KW120),2023,00:55,18.14,18.10,Mid-Distance,17.0,38.0,Small,13.04,13.03,Medium speed,26.0
184,(2021 NT14),2023,00:01,18.54,18.54,Mid-Distance,190.0,420.0,Large,8.58,8.57,Slow,20.8
185,(2011 GA),2023,00:01,6.79,6.78,Mid-Distance,180.0,410.0,Large,16.59,16.59,Medium speed,20.8
186,(2007 SQ6),2023,00:10,19.27,19.19,Mid-Distance,110.0,250.0,Large,6.45,6.44,Slow,21.9
187,(2019 UZ3),2023,11:48,9.56,7.00,Mid-Distance,11.0,24.0,Small,8.31,8.3,Slow,27.0
188,(1998 HH49),2023,00:01,3.05,3.05,Mid-Distance,140.0,320.0,Large,14.79,14.76,Medium speed,21.3
189,(2020 UR),2023,17:43,5.80,3.54,Mid-Distance,7.0,16.0,Small,12.91,12.9,Medium speed,27.9
190,(2020 FM6),2023,10:46,15.41,12.41,Mid-Distance,110.0,250.0,Large,15.86,15.86,Medium speed,21.9
191,(2019 HH4),2023,00:01,13.22,13.21,Mid-Distance,270.0,590.0,Large,20.02,20.01,Fast,20.0
192,(2021 SZ4),2023,00:47,13.92,13.91,Mid-Distance,220.0,480.0,Large,29.96,29.95,Fast,20.5
193,302169 (2001 TD45),2023,00:01,12.68,12.68,Mid-Distance,300.0,660.0,Large,25.68,25.68,Fast,19.8
194,525229 (2004 UU1),2023,00:01,10.61,10.61,Mid-Distance,150.0,340.0,Large,17.43,17.42,Medium speed,21.2
195,(2013 UV3),2023,20:54,14.63,0.56,Close,12.0,26.0,Small,15.43,15.43,Medium speed,26.8
196,(2016 WY),2023,01:57,9.05,7.47,Mid-Distance,3.8,8.6,Small,3.94,3.91,Slow,29.2
197,363505 (2003 UC20),2023,00:01,13.66,13.66,Mid-Distance,1876.0,37.0,Small,7.97,7.96,Slow,18.3
198,(2016 VW2),2023,08:46,10.05,9.53,Mid-Distance,15.0,33.0,Small,8.1,8.09,Slow,26.3
199,(2019 UH7),2023,00:01,9.91,9.91,Mid-Distance,8.6,19.0,Small,5.94,5.92,Slow,27.5
200,(2014 BA3),2023,11:30,15.62,14.77,Mid-Distance,6.1,14.0,Small,2.72,2.69,Slow,28.2
201,(2021 TN3),2023,15:08,17.25,15.74,Mid-Distance,25.0,55.0,Large,6.33,6.32,Slow,25.2
202,(2019 VL5),2023,00:01,8.51,8.51,Mid-Distance,18.0,41.0,Small,8.22,8.21,Slow,25.8
203,(2019 LB1),2023,06:19,15.69,15.64,Mid-Distance,11.0,24.0,Small,4.16,4.15,Slow,27.0
204,(2016 DK1),2023,17:29,5.26,5.06,Mid-Distance,8.4,19.0,Small,6.75,6.72,Slow,27.5
205,(2019 UT6),2023,00:01,9.01,9.01,Mid-Distance,110.0,240.0,Large,13.2,13.2,Medium speed,22.0
206,(2019 CZ2),2023,10:07,2.79,2.18,Far Away,32.0,71.0,Large,5.83,5.77,Slow,24.6
207,(2013 UB3),2023,00:01,18.45,18.44,Mid-Distance,18.0,41.0,Small,5.41,5.4,Slow,25.8
208,(1998 WB2),2023,00:01,10.96,10.96,Mid-Distance,150.0,7.0,Small,14.21,14.2,Medium speed,21.8
209,(2013 VX4),2023,00:01,5.09,5.09,Mid-Distance,44.0,99.0,Large,6.58,6.55,Slow,23.9
210,139622 (2001 QQ142),2023,00:01,14.38,14.38,Mid-Distance,550000.0,1200.0,Large,6.66,6.65,Slow,18.4
211,(2020 HX3),2023,09:47,9.79,6.04,Mid-Distance,9.7,22.0,Small,15.73,15.72,Medium speed,27.2
212,(2010 XF3),2023,21:47,19.32,17.61,Mid-Distance,35.0,78.0,Large,3.97,3.96,Slow,24.4
213,(2016 XD2),2023,18:16,18.61,17.40,Mid-Distance,44.0,99.0,Large,6.86,6.85,Slow,23.9
214,341843 (2008 EV5),2023,00:01,16.44,16.44,Mid-Distance,400.0,50.0,Large,5.35,5.33,Slow,20.0
215,(2018 YJ2),2023,00:01,18.28,18.28,Mid-Distance,120.0,260.0,Large,13.06,13.05,Medium speed,21.8
216,(2020 YO3),2023,03:44,3.55,0.52,Close,31.0,70.0,Large,16.62,16.61,Medium speed,24.7
217,(2010 UE51),2023,00:54,8.92,8.87,Mid-Distance,5.8,13.0,Small,1.31,1.22,Slow,28.3
218,(2020 YR2),2023,02:07,13.75,10.03,Mid-Distance,5.8,13.0,Small,8.03,8.02,Slow,28.3
219,(2021 AM6),2023,10:03,18.22,15.03,Mid-Distance,13.0,28.0,Small,6.65,6.64,Slow,26.6
220,(2019 KK5),2024,02:33,10.58,9.63,Mid-Distance,73.0,160.0,Large,20.92,20.92,Fast,22.8
221,(2002 AY1),2024,00:01,15.10,15.09,Mid-Distance,170.0,390.0,Large,17.34,17.34,Medium speed,20.9
222,(2021 CZ2),2024,02:12,7.99,0.95,Close,84.0,190.0,Large,14.34,14.33,Medium speed,22.5
223,(2021 BL3),2024,00:19,17.16,7.67,Mid-Distance,30.0,68.0,Large,23.39,23.39,Fast,24.7
224,(2017 BG92),2024,07:39,11.71,5.50,Mid-Distance,4.8,11.0,Small,6.29,6.27,Slow,28.7
225,(2011 CQ1),2024,18:45,11.26,9.84,Mid-Distance,1.0,2.3,Small,4.62,4.6,Slow,32.1
226,(2007 EG),2024,13:32,15.91,12.54,Mid-Distance,32.0,71.0,Large,8.59,8.58,Slow,24.6
227,(2008 OS7),2024,00:01,7.42,7.42,Mid-Distance,220.0,490.0,Large,18.17,18.16,Medium speed,20.4
228,(2019 CC5),2024,18:40,18.27,15.18,Mid-Distance,110.0,240.0,Large,15.02,15.02,Medium speed,22.0
229,(2020 DK),2024,12:28,8.87,3.66,Mid-Distance,16.0,36.0,Small,9.87,9.86,Slow,26.1
230,(2022 EJ1),2024,03:06,19.10,12.96,Mid-Distance,53.0,120.0,Large,12.83,12.82,Medium speed,23.5
231,(2019 DA1),2024,07:14,14.59,0.32,Close,17.0,38.0,Small,13.38,13.38,Medium speed,26.0
232,(2015 FM34),2024,00:01,19.31,19.31,Mid-Distance,84.0,190.0,Large,11.07,11.06,Medium speed,22.5
233,(2020 FU),2024,19:21,14.82,12.13,Mid-Distance,14.0,31.0,Small,15.49,15.48,Medium speed,26.4
234,(2020 FD),2024,16:34,4.52,0.04,Close,7.8,17.0,Small,15.08,15.07,Medium speed,27.7
235,(2019 CJ),2024,00:16,12.38,11.58,Mid-Distance,21.0,47.0,Small,4.36,4.34,Slow,25.5
236,(2021 CF6),2024,03:40,14.47,14.35,Mid-Distance,47.0,100.0,Large,8.3,8.29,Slow,23.8
237,(2015 MB54),2024,00:01,11.62,11.62,Mid-Distance,41.0,92.0,Large,3.83,3.81,Slow,24.1
238,(2005 FG),2024,00:01,18.35,18.34,Mid-Distance,44.0,99.0,Large,5.54,5.53,Slow,23.9
239,(2020 BP13),2024,00:01,15.12,15.12,Mid-Distance,150.0,330.0,Large,6.8,6.79,Slow,21.3
240,(2021 GQ5),2024,05:25,8.78,7.31,Mid-Distance,5.3,12.0,Small,7.46,7.44,Slow,28.5
241,517681 (2015 DE198),2024,00:01,18.29,18.29,Mid-Distance,440.0,980.0,Large,14.18,14.18,Medium speed,18.9
242,439437 (2013 NK4),2024,00:01,8.47,8.47,Mid-Distance,480000.0,1100.0,Large,16.49,16.48,Medium speed,18.7
243,(2021 JW2),2024,00:28,1.62,1.05,Far Away,7.9,18.0,Small,5.09,4.96,Slow,27.6
244,(2017 SA20),2024,11:12,3.81,0.03,Close,5.8,13.0,Small,6.19,6.15,Slow,28.3
245,(2021 VH2),2024,00:28,9.23,8.89,Mid-Distance,4.8,11.0,Small,2.69,2.65,Slow,28.7
246,(2021 GD3),2024,03:04,11.40,7.30,Mid-Distance,11.0,24.0,Small,3.53,3.51,Slow,27.0
247,(2022 AA5),2024,20:14,11.97,5.07,Mid-Distance,50.0,110.0,Large,8.91,8.91,Slow,23.6
248,(2021 JG9),2024,09:16,16.89,0.29,Close,24.0,54.0,Large,16.13,16.12,Medium speed,25.2
249,(2015 KJ19),2024,00:01,15.72,15.72,Mid-Distance,84.0,190.0,Large,23.1,23.1,Fast,22.5
250,(2014 WF6),2024,00:01,7.13,7.13,Mid-Distance,35.0,78.0,Large,18.92,18.91,Medium speed,24.4
251,(2021 JN10),2024,07:38,17.46,10.48,Mid-Distance,25.0,55.0,Large,13.21,13.2,Medium speed,25.2
252,(2021 JJ),2024,00:55,17.09,16.37,Mid-Distance,21.0,47.0,Small,5.8,5.79,Slow,25.5
253,(2019 VB5),2024,04:18,7.76,5.82,Mid-Distance,1.2,2.7,Small,6.34,6.32,Slow,31.7
254,(2008 LD),2024,03:28,7.65,1.99,Far Away,4.4,9.9,Small,4.46,4.43,Slow,28.9
255,(2021 LV),2024,17:19,11.99,0.52,Close,6.9,15.0,Small,15.55,15.54,Medium speed,27.9
256,(1998 KY26),2024,00:01,11.94,11.94,Mid-Distance,30.0,30.0,Small,5.26,5.24,Slow,25.6
257,(2008 YN2),2024,09:55,10.45,5.19,Mid-Distance,15.0,33.0,Small,7.7,7.68,Slow,26.3
258,(2021 LW3),2024,03:33,9.66,7.82,Mid-Distance,64.0,140.0,Large,9.84,9.83,Slow,23.1
259,(2019 NJ),2024,10:06,17.62,9.87,Mid-Distance,51.0,110.0,Large,10.11,10.11,Medium speed,23.6
260,415029 (2011 UL21),2024,00:01,17.28,17.28,Mid-Distance,1700.0,3900.0,Large,25.88,25.88,Fast,15.9
261,(2010 XN),2024,00:01,14.08,14.07,Mid-Distance,38.0,86.0,Large,11.32,11.32,Medium speed,24.2
262,(2017 MB3),2024,08:54,5.02,4.86,Mid-Distance,22.0,49.0,Small,6.46,6.43,Slow,25.4
263,(2011 MW1),2024,00:01,10.04,10.04,Mid-Distance,92.0,210.0,Large,8.04,8.03,Slow,22.3
264,(2011 AM24),2024,00:01,16.78,16.78,Mid-Distance,511.0,4.0,Small,6.2,6.19,Slow,20.5
265,523664 (2012 OD1),2024,00:01,14.87,14.87,Mid-Distance,346.0,92.0,Large,23.69,23.68,Fast,18.5
266,(2020 PN1),2024,00:01,17.93,17.93,Mid-Distance,21.0,48.0,Small,5.51,5.5,Slow,25.5
267,(2017 TU1),2024,17:03,10.03,5.95,Mid-Distance,17.0,38.0,Small,10.05,10.04,Medium speed,26.0
268,(2021 GY1),2024,05:40,17.62,17.54,Mid-Distance,44.0,99.0,Large,6.3,6.29,Slow,23.9
269,(2020 RL),2024,08:36,12.18,8.72,Mid-Distance,25.0,57.0,Large,8.22,8.21,Slow,25.1
270,(2021 RA10),2024,19:36,6.79,3.04,Mid-Distance,22.0,49.0,Small,4.86,4.83,Slow,25.4
271,(2012 SX49),2024,01:41,11.15,8.10,Mid-Distance,15.0,34.0,Small,4.28,4.26,Slow,26.2
272,(2016 RJ20),2024,00:02,18.19,18.16,Mid-Distance,51.0,110.0,Large,14.78,14.78,Medium speed,23.6
273,(2021 JT),2024,11:53,16.29,14.85,Mid-Distance,9.0,20.0,Small,8.2,8.19,Slow,27.3
274,(2021 RB16),2024,03:40,12.26,11.20,Mid-Distance,11.0,25.0,Small,8.37,8.36,Slow,26.9
275,(2007 RX8),2024,09:14,18.41,8.86,Mid-Distance,33.0,75.0,Large,6.98,6.98,Slow,24.5
276,(2016 TU19),2024,13:46,13.19,6.78,Mid-Distance,35.0,78.0,Large,10.06,10.05,Medium speed,24.4
277,(2019 DJ1),2024,00:01,10.40,10.39,Mid-Distance,12.0,26.0,Small,4.86,4.84,Slow,26.8
278,(2013 FW13),2024,00:01,8.45,8.45,Mid-Distance,120.0,270.0,Large,15.56,15.55,Medium speed,21.7
279,(2015 SH),2024,07:03,11.58,1.67,Far Away,6.4,14.0,Small,5.87,5.86,Slow,28.1
280,(2018 VG),2024,11:28,13.35,13.06,Mid-Distance,8.8,20.0,Small,7.26,7.25,Slow,27.4
281,(2020 GE),2024,00:01,1.72,1.71,Far Away,6.2,14.0,Small,2.22,1.93,Slow,28.1
282,(2011 ST12),2024,16:43,17.52,10.48,Mid-Distance,14.0,31.0,Small,7.4,7.4,Slow,26.4
283,(2014 VA),2024,00:01,18.04,18.04,Mid-Distance,35.0,78.0,Large,6.3,6.29,Slow,24.4
284,(2014 FP47),2024,00:01,12.77,12.77,Mid-Distance,92.0,210.0,Large,8.64,8.63,Slow,22.3
285,(2018 QE),2024,23:33,1.74,1.11,Far Away,7.7,17.0,Small,4.4,4.27,Slow,27.7
286,363027 (1998 ST27),2024,00:01,9.26,9.26,Mid-Distance,578.0,228.0,Large,16.63,16.62,Medium speed,19.6
287,(2008 UU95),2024,00:01,13.43,13.43,Mid-Distance,50.0,110.0,Large,15.61,15.6,Medium speed,23.6
288,(2021 TK11),2024,12:07,7.94,1.97,Far Away,5.2,12.0,Small,10.58,10.57,Medium speed,28.6
289,(2019 UH14),2024,09:01,8.29,7.73,Mid-Distance,46.0,100.0,Large,10.4,10.39,Medium speed,23.8
290,(2015 HM1),2024,20:05,14.38,4.74,Mid-Distance,24.0,54.0,Large,10.88,10.87,Medium speed,25.2
291,363305 (2002 NV16),2024,00:01,11.76,11.76,Mid-Distance,140.0,320.0,Large,4.87,4.85,Slow,21.4
292,(2021 UE2),2024,13:45,13.52,12.02,Mid-Distance,30.0,68.0,Large,7.12,7.11,Slow,24.7
293,(2007 UT3),2024,12:08,17.59,3.88,Mid-Distance,18.0,39.0,Small,10.38,10.37,Medium speed,25.9
294,(2020 WG),2024,08:47,8.38,5.63,Mid-Distance,120.0,270.0,Large,9.41,9.4,Slow,21.7
295,(2021 CV1),2024,08:55,14.36,2.10,Far Away,28.0,63.0,Large,23.6,23.6,Fast,24.9
296,(2016 VA),2024,14:48,1.47,0.30,Close,8.0,18.0,Small,21.17,21.13,Fast,27.6
297,(2020 UL3),2024,00:01,4.07,4.07,Mid-Distance,61.0,140.0,Large,10.46,10.44,Medium speed,23.2
298,(2020 AB2),2024,23:53,18.79,14.91,Mid-Distance,11.0,24.0,Small,7.2,7.19,Slow,27.0
299,(2019 VL5),2024,00:01,9.58,9.58,Mid-Distance,18.0,41.0,Small,8.49,8.47,Slow,25.8
300,(2012 KO11),2024,18:47,6.13,6.06,Mid-Distance,32.0,71.0,Large,9.43,9.41,Slow,24.6
301,(2020 VX4),2024,12:54,10.50,2.10,Far Away,8.4,19.0,Small,10.48,10.47,Medium speed,27.5
302,(2009 WB105),2024,00:01,15.05,15.05,Mid-Distance,54.0,120.0,Large,18.9,18.89,Medium speed,23.5
303,(2006 WB),2024,00:01,2.32,2.32,Far Away,73.0,160.0,Large,4.2,4.1,Slow,22.8
304,(2018 DC4),2024,03:07,18.71,16.41,Mid-Distance,9.2,21.0,Small,4.49,4.47,Slow,27.3
305,(2019 JN2),2024,01:10,9.31,9.08,Mid-Distance,19.0,43.0,Small,7.71,7.7,Slow,25.7
306,(2021 XZ),2024,22:20,13.14,7.82,Mid-Distance,6.1,14.0,Small,7.4,7.39,Slow,28.2
307,447755 (2007 JX2),2024,00:01,14.39,14.39,Mid-Distance,310.0,680.0,Large,12.22,12.22,Medium speed,19.7
308,(2020 XR),2024,00:01,5.75,5.75,Mid-Distance,280.0,620.0,Large,12.31,12.29,Medium speed,19.9
309,(2021 WA5),2024,08:03,9.78,0.01,Close,9.3,21.0,Small,5.92,5.9,Slow,27.3
310,(2021 XN4),2024,21:38,18.68,11.45,Mid-Distance,46.0,100.0,Large,13.25,13.25,Medium speed,23.8
311,(2018 XU3),2024,00:01,16.76,16.76,Mid-Distance,22.0,49.0,Small,10.78,10.78,Medium speed,25.4
312,(2007 XB23),2024,15:09,1.16,0.25,Close,10.0,23.0,Small,4.77,4.57,Slow,27.1
313,(2020 XY4),2024,04:23,12.77,11.42,Mid-Distance,11.0,24.0,Small,8.79,8.78,Slow,27.0
314,(2017 YD2),2024,00:16,17.95,11.02,Mid-Distance,4.8,11.0,Small,9.91,9.9,Slow,28.7
315,(2021 AO4),2025,13:18,6.87,4.05,Mid-Distance,7.9,18.0,Small,15.12,15.11,Medium speed,27.6
316,(2020 BC6),2025,00:01,9.58,9.58,Mid-Distance,200.0,450.0,Large,22.18,22.18,Fast,20.6
317,(2012 UK171),2025,00:01,10.62,10.62,Mid-Distance,34.0,77.0,Large,6.36,6.35,Slow,24.4
318,(2022 CE2),2025,22:18,11.05,11.01,Mid-Distance,92.0,210.0,Large,13.24,13.24,Medium speed,22.3
319,(2015 DJ155),2025,00:01,18.50,18.50,Mid-Distance,40.0,90.0,Large,9.23,9.22,Slow,24.1
320,(2022 AV4),2025,21:12,16.60,14.75,Mid-Distance,18.0,40.0,Small,3.39,3.37,Slow,25.9
321,(2018 RE3),2025,17:23,15.48,10.54,Mid-Distance,9.2,21.0,Small,11.12,11.12,Medium speed,27.3
322,(2002 CC14),2025,07:01,8.38,4.08,Mid-Distance,29.0,65.0,Large,12.69,12.68,Medium speed,24.8
323,(2016 CO248),2025,00:57,13.43,9.93,Mid-Distance,8.4,19.0,Small,5.9,5.88,Slow,27.5
324,(2020 GZ2),2025,15:24,17.67,16.69,Mid-Distance,7.0,16.0,Small,8.91,8.9,Slow,27.9
325,(2012 PB20),2025,05:20,3.71,2.89,Far Away,28.0,62.0,Large,4.27,4.2,Slow,24.9
326,(2004 XG),2025,00:01,15.53,15.53,Mid-Distance,40.0,90.0,Large,9.09,9.08,Slow,24.1
327,(2014 CE13),2025,18:20,15.15,2.83,Far Away,42.0,94.0,Large,18.44,18.43,Medium speed,24.0
328,(2022 DG2),2025,00:49,11.47,3.11,Mid-Distance,5.5,12.0,Small,10.37,10.36,Medium speed,28.4
329,(2016 AX165),2025,00:01,14.89,14.89,Mid-Distance,67.0,150.0,Large,9.19,9.18,Slow,23.0
330,(2015 BK509),2025,00:01,9.37,9.37,Mid-Distance,89.0,200.0,Large,14.55,14.55,Medium speed,22.4
331,535844 (2015 BY310),2025,00:01,9.55,9.55,Mid-Distance,110.0,250.0,Large,7.86,7.85,Slow,21.9
332,(2021 EU3),2025,11:57,10.63,8.29,Mid-Distance,9.7,22.0,Small,4.36,4.34,Slow,27.2
333,(2020 FO),2025,07:02,13.32,11.35,Mid-Distance,18.0,39.0,Small,20.58,20.58,Fast,25.9
334,(2021 FH1),2025,22:34,3.89,3.87,Mid-Distance,23.0,52.0,Large,13.83,13.81,Medium speed,25.3
335,(2014 TN17),2025,00:01,13.25,13.25,Mid-Distance,130.0,300.0,Large,21.47,21.46,Fast,21.5
336,(2020 VA4),2025,00:04,11.56,11.55,Mid-Distance,8.8,20.0,Small,5.64,5.62,Slow,27.4
337,(2020 XT2),2025,05:45,13.54,8.38,Mid-Distance,31.0,69.0,Large,6.17,6.16,Slow,24.7
338,(2020 FH4),2025,02:10,12.74,10.43,Mid-Distance,5.6,12.0,Small,3.0,2.97,Slow,28.4
339,(2007 SQ6),2025,00:51,10.94,10.76,Mid-Distance,110.0,250.0,Large,6.58,6.56,Slow,21.9
340,(2017 RN16),2025,19:03,10.90,8.54,Mid-Distance,4.4,9.9,Small,8.66,8.65,Slow,28.9
341,(2014 HS124),2025,09:33,10.67,9.27,Mid-Distance,70.0,160.0,Large,8.88,8.86,Slow,22.9
342,(2019 FY2),2025,23:06,12.71,9.71,Mid-Distance,8.8,20.0,Small,5.31,5.3,Slow,27.4
343,462959 (2011 DU),2025,00:01,12.83,12.83,Mid-Distance,160.0,360.0,Large,9.48,9.48,Slow,21.1
344,(2021 JN1),2025,20:54,18.22,16.92,Mid-Distance,30.0,66.0,Large,16.33,16.33,Medium speed,24.8
345,(2002 JX8),2025,00:02,10.94,10.94,Mid-Distance,220.0,490.0,Large,5.14,5.12,Slow,20.4
346,(2021 KH),2025,15:31,18.19,4.65,Mid-Distance,14.0,32.0,Small,7.24,7.24,Slow,26.4
347,(2011 HJ7),2025,00:01,6.54,6.54,Mid-Distance,97.0,220.0,Large,15.78,15.77,Medium speed,22.2
348,(2011 YU74),2025,00:10,11.35,11.35,Mid-Distance,67.0,150.0,Large,5.02,5.0,Slow,23.0
349,(2008 ST),2025,10:20,13.49,10.40,Mid-Distance,10.0,23.0,Small,2.53,2.5,Slow,27.1
350,387746 (2003 MH4),2025,00:01,17.37,17.37,Mid-Distance,366.0,8.0,Small,8.35,8.34,Slow,20.0
351,(2014 KF22),2025,04:46,9.04,4.14,Mid-Distance,14.0,31.0,Small,11.5,11.49,Medium speed,26.4
352,390725 (2003 HB),2025,00:01,18.28,18.28,Mid-Distance,293.0,52.0,Large,13.47,13.46,Medium speed,19.7
353,424482 (2008 DG5),2025,00:01,9.09,9.09,Mid-Distance,310.0,700.0,Large,6.21,6.19,Slow,19.7
354,(2020 LQ),2025,19:13,17.24,16.30,Mid-Distance,25.0,57.0,Large,11.75,11.75,Medium speed,25.1
355,(2018 LE4),2025,21:01,12.12,6.94,Mid-Distance,46.0,100.0,Large,13.34,13.34,Medium speed,23.8
356,(2014 LL26),2025,12:55,8.01,3.21,Mid-Distance,23.0,52.0,Large,5.22,5.19,Slow,25.3
357,(2003 AY2),2025,00:02,14.13,14.12,Mid-Distance,370.0,820.0,Large,15.95,15.94,Medium speed,19.3
358,(2014 DH),2025,00:59,17.06,1.81,Far Away,13.0,28.0,Small,12.06,12.05,Medium speed,26.6
359,(2019 JM),2025,04:52,16.58,16.55,Mid-Distance,11.0,24.0,Small,6.94,6.93,Slow,27.0
360,(2005 VO5),2025,00:08,15.83,15.83,Mid-Distance,290.0,650.0,Large,14.38,14.37,Medium speed,19.8
361,(2018 BY6),2025,08:08,12.53,3.97,Mid-Distance,58.0,130.0,Large,7.5,7.48,Slow,23.3
362,(2019 CO1),2025,20:46,17.76,2.34,Far Away,48.0,110.0,Large,10.55,10.54,Medium speed,23.7
363,(2021 PJ1),2025,01:52,4.36,4.07,Mid-Distance,18.0,40.0,Small,9.26,9.24,Slow,25.8
364,(1997 QK1),2025,00:01,7.83,7.83,Mid-Distance,260.0,570.0,Large,9.83,9.82,Slow,20.1
365,(2019 QQ6),2025,08:15,9.39,5.96,Mid-Distance,23.0,52.0,Large,17.16,17.15,Medium speed,25.3
366,(2017 RK15),2025,00:03,15.71,15.69,Mid-Distance,19.0,43.0,Small,13.2,13.2,Medium speed,25.7
367,(2020 TS1),2025,19:47,17.70,17.67,Mid-Distance,3.8,8.6,Small,3.27,3.25,Slow,29.2
